CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL599098	584007	CHEMBL599098	584007		SID49669756	338.11	3.92	103.66	0	[O-][N+](=O)c1cc(Br)c(Nc2ccccc2)c(c1)[N+](=O)[O-]	11471445	IC50		49756	nM		IC50		49.756	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1544093	967977	CHEMBL1544093	967977		SID3716773	264.69	1.4	94.6	0	CCOC(=O)c1nc(ncc1Cl)S(=O)(=O)C	7461661	IC50	=	22354	nM	4.65	IC50	=	22.354	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	752448	CHEMBL1794438	B	PUBCHEM_BIOASSAY: Counterscreen for inhibitors of TLR9-MyD88 binding: fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504734, AID504750, AID540250, AID540251]	7	PubChem BioAssays				Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL2144540	1416491	CHEMBL2144540	1416491		SID124755419	423.93	5.42	46.61	1	CCOC(=O)[C@]12Cc3cc(Cl)ccc3[C@H]1N(C4CCCCC4)C(=O)c5ccccc25	11471496	IC50		19946	nM		IC50		19.946	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1425421	849305	CHEMBL1425421	849305		SID14731782	368.38	4.56	85.97	0	Cc1cc(OCc2cc(oc2C)C(=O)O)c3C4=C(CCCC4)C(=O)Oc3c1	11926161	IC50	=	1485	nM	5.83	IC50	=	1.485	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688670	CHEMBL1614210	B	PubChem BioAssay. Epi-absorbance-based dose response biochemical high throughput screening assay for selective inhibitors of VIM-2 metallo-beta-lactamase. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1228	227917	CHEMBL1228	227917	OXYPHENBUTAZONE	SID56463172	324.37	3.71	60.85	0	CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3	11471470	IC50		43545	nM		IC50		43.545	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1578600	1002484	CHEMBL1578600	1002484		SID24790728	316.44	3.46	99.55	0	Oc1nc2SC3C4CCC(C4)C3C(c5cccnc5)c2s1	11467721	IC50	=	33.94	nM	7.47	IC50	=	.03394	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688201	CHEMBL1614376	B	PubChem BioAssay. FRET-based counterscreen for selective VIM-2 inhibitors: dose response biochemical high throughput screening assay to identify epi-absorbance assay artifacts. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1586067	1009951	CHEMBL1586067	1009951		SID24794776	372.42	4.18	60.85	0	Oc1cccc(c1)N2C(=O)c3cccc4c(ccc(C2=O)c34)N5CCCCC5	7465171	IC50	=	5239	nM	5.28	IC50	=	5.239	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	752448	CHEMBL1794438	B	PUBCHEM_BIOASSAY: Counterscreen for inhibitors of TLR9-MyD88 binding: fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504734, AID504750, AID540250, AID540251]	7	PubChem BioAssays				Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1428095	851979	CHEMBL1428095	851979		SID49734493	444.89	2.68	126.5	0	CC(=O)Nc1ccc(NC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3ccccc3)cc1	7465115	IC50	=	7611	nM	5.12	IC50	=	7.611	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	752448	CHEMBL1794438	B	PUBCHEM_BIOASSAY: Counterscreen for inhibitors of TLR9-MyD88 binding: fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504734, AID504750, AID540250, AID540251]	7	PubChem BioAssays				Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1402332	826216	CHEMBL1402332	826216		SID49731809	431.89	3.55	106.63	0	COc1ccc(CNC(=O)c2nc(ncc2Cl)S(=O)(=O)Cc3ccccc3)cc1	11471475	IC50		20995	nM		IC50		20.995	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1724428	1105159	CHEMBL1724428	1105159		SID92763437	548.62	.62	144.28	1	CC(O)C1OCC(O)C(C)CC(=O)OCC23CC(O)C(=CC2OC4CC(OC(=O)\C=C/C=C1)C3(C)C45CO5)C	11471476	IC50		49751	nM		IC50		49.751	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1419367	843251	CHEMBL1419367	843251		SID24825903	181.26	1.94	69.5	0	Sc1nnc(C2CC2)n1CC=C	11467746	IC50	=	8364	nM	5.08	IC50	=	8.364	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688201	CHEMBL1614376	B	PubChem BioAssay. FRET-based counterscreen for selective VIM-2 inhibitors: dose response biochemical high throughput screening assay to identify epi-absorbance assay artifacts. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL2373614	1548065	CHEMBL2373614	1548065		SID26725079	470.6	3.39	96.36	0	C[C@H](C1CC(=C(CO)C(=O)O1)C)C2CC[C@H]3C4C[C@H]5O[C@]56[C@@H](O)C=CC(=O)[C@]6(C)C4CC[C@]23C	11467861	IC50		49766	nM		IC50		49.766	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL3194460	1683751	CHEMBL3194460	1683751		SID24823360	484.37	6.03	115.04	1	OC(=O)c1cccc(NC(=S)N\N=C\c2ccccc2OCc3ccc(Br)cc3)c1	11926265	IC50	=	10019	nM	5	IC50	=	10.019	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688670	CHEMBL1614210	B	PubChem BioAssay. Epi-absorbance-based dose response biochemical high throughput screening assay for selective inhibitors of VIM-2 metallo-beta-lactamase. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1431608	855492	CHEMBL1431608	855492		SID49665816	278.28	2.7	101.22	0	Cc1ccc(cc1)S(=O)(=O)c2ccc(cn2)[N+](=O)[O-]	11471466	IC50		49806	nM		IC50		49.806	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1518886	942770	CHEMBL1518886	942770		SID22405113	293.41	3.79	50.82	0	N#CC(=C1CCC2CCC(=CC2=C1)N3CCCCCC3)C#N	11395082	IC50	=	2506	nM	5.6	IC50	=	2.506	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688495	CHEMBL1613916	B	PubChem BioAssay. Epi-absorbance-based dose response assay for common IMP-1 and VIM-2 inhibitors: biochemical high throughput screening assay to identify inhibitors of VIM-2 metallo-beta-lactamase. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1414554	838438	CHEMBL1414554	838438		SID4251926	416.3	2.87	153.13	0	OP(=O)(O)c1ccccc1OCCCCCOc2ccccc2P(=O)(O)O	11926215	IC50	=	2396	nM	5.62	IC50	=	2.396	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688670	CHEMBL1614210	B	PubChem BioAssay. Epi-absorbance-based dose response biochemical high throughput screening assay for selective inhibitors of VIM-2 metallo-beta-lactamase. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1353015	776899	CHEMBL1353015	776899		SID22409057	318.2	1.89	61.77	0	ClC1=C(Cl)C(=O)N(CC(=O)NCC2CCCCC2)N=C1	11471495	IC50		49756	nM		IC50		49.756	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
CHEMBL1573150	997034	CHEMBL1573150	997034		SID22401326	429.86	4.68	70.05	0	Clc1ccc(cc1)N2C(=O)C3C(C2=O)C(=NN3c4ccccc4)C(=O)c5ccccc5	7461667	IC50	=	11830	nM	4.93	IC50	=	11.83	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	752448	CHEMBL1794438	B	PUBCHEM_BIOASSAY: Counterscreen for inhibitors of TLR9-MyD88 binding: fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID504734, AID504750, AID540250, AID540251]	7	PubChem BioAssays				Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1606872	1030756	CHEMBL1606872	1030756		SID24797434	253.39	3.99	97.75	0	CCCCn1c(S)nnc1c2sccc2C	11926258	IC50	=	4731	nM	5.33	IC50	=	4.731	uM	active		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	688670	CHEMBL1614210	B	PubChem BioAssay. Epi-absorbance-based dose response biochemical high throughput screening assay for selective inhibitors of VIM-2 metallo-beta-lactamase. (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000357	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein	Beta-lactamase2	high	51887	CHEMBL1201862									
CHEMBL1500335	924219	CHEMBL1500335	924219		SID22408394	383.23	1.03	82.08	0	CN(CC(=O)Nc1ccc(C)cc1)C(=O)CN2N=CC(=C(Cl)C2=O)Cl	11471530	IC50		49756	nM		IC50		49.756	uM	inactive		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	845161	CHEMBL2114772	F	PubChem BioAssay. Counterscreen for inhibitors of the interaction of nucleotide-binding oligomerization domain containing 2 (NOD2) and receptor-interacting serine-threonine kinase 2 (RIPK2): Fluorescence-based cell-based high throughput dose response assay to identify non-selective inhibitors of the beta-lactamase enzyme (BLA). (Class of assay: confirmatory) 	7	PubChem BioAssays	Pseudomonas aeruginosa		287	Autocuration	BAO_0000219	103679	CHEMBL1293246	SINGLE PROTEIN	Q932Y6	Beta Lactamase	Pseudomonas aeruginosa	9	Protein			51887	CHEMBL1201862									
