CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL1950092	1279065	CHEMBL1962946	1284657		11	998.09	7.83	245.1	3	Cl.Cl.CCCCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@@H](N)CCCCNC(=O)OCc2ccccc2Cl)NC(=O)[C@@H](N)CCCCNC(=O)OCc3ccccc3Cl	8029388	MIC	=	119000	nM		MIC	=	119	uM			0	BAO_0002146	UO_0000065	http://www.openphacts.org/units/Nanomolar	804851	CHEMBL1953769	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13882 after 18 to 24 hrs by serial broth microdilution susceptibility test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13882	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			61118	CHEMBL1949532	22230049	Bioorg. Med. Chem. Lett.	2012	22	3	1388			
CHEMBL130	27340	CHEMBL130	27340	CHLORAMPHENICOL	Chloramphenicol	323.13	1.03	115.38	0	OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc(cc1)[N+](=O)[O-]	2309287	IZ	=	24	mm		Diameter of inhibition zone	=	24	mm			0	BAO_0003039	UO_0000016	http://qudt.org/vocab/unit#Millimeter	509116	CHEMBL1008077	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13833 at 30 ug/disk after overnight incubation by agar diffusion test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13833	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			41290	CHEMBL1150108	12141853	J. Nat. Prod.	2002	65	7	960			
CHEMBL3115912	1618895	CHEMBL3115912	1618895		9	362.34	3.78	105.13	0	[O-][N+](=O)c1cccc(\C=C\C(=O)c2ccc(NC(=O)c3occc3)cc2)c1	16606282	EC50	>	100000	nM		EC50	>	100	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL3116087	1619072	CHEMBL3116087	1619072		33	376.2	2.89	64.63	0	CC(=O)c1cc2OCCOc2cc1NC(=O)c3ccccc3Br	16606298	EC50	>	100000	nM		EC50	>	100	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL1434	371561	CHEMBL1434	371561	MINOCYCLINE	Minocycline	457.48	.1	164.63	0	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(=O)N)N(C)C	16606302	EC50	=	700	nM	6.16	EC50	=	.7	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL442627	446357	CHEMBL442627	446357		9	194.36	3.43	61.58	0	CCCCS[S+]([O-])CCCC	2309272	IZ	=	8	mm		Diameter of inhibition zone	=	8	mm			0	BAO_0003039	UO_0000016	http://qudt.org/vocab/unit#Millimeter	509114	CHEMBL1008075	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13833 at 250 ug/disk after overnight incubation by agar diffusion test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13833	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			41290	CHEMBL1150108	12141853	J. Nat. Prod.	2002	65	7	960			
CHEMBL446493	446355	CHEMBL446493	446355		4	152.28	2.1	61.58	0	CCCC[S+]([O-])SC	2309229	IZ	=	0	mm		Diameter of inhibition zone	=	0	mm			0	BAO_0003039	UO_0000016	http://qudt.org/vocab/unit#Millimeter	508887	CHEMBL1004680	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13833 at 10 ug/disk after overnight incubation by agar diffusion test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13833	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			41290	CHEMBL1150108	12141853	J. Nat. Prod.	2002	65	7	960			
CHEMBL174	305519	CHEMBL174	305519	AMPICILLIN	Ampicillin	349.4	-2.3	138.03	0	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O	16606301	EC50	=	89000	nM	4.05	EC50	=	89	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL3115929	1618913	CHEMBL3115929	1618913		31	321.33	2.61	83.81	0	COc1ccc(cc1)C(=O)N\N=C\c2ccc(O)c3ncccc23	16606296	EC50	=	95000	nM	4.02	EC50	=	95	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL454432	446356	CHEMBL454432	446356		5	152.28	2.1	61.58	0	CCCCS[S+](C)[O-]	2309251	IZ	=	12	mm		Diameter of inhibition zone	=	12	mm			0	BAO_0003039	UO_0000016	http://qudt.org/vocab/unit#Millimeter	509114	CHEMBL1008075	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13833 at 250 ug/disk after overnight incubation by agar diffusion test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13833	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			41290	CHEMBL1150108	12141853	J. Nat. Prod.	2002	65	7	960			
CHEMBL442627	446357	CHEMBL442627	446357		9	194.36	3.43	61.58	0	CCCCS[S+]([O-])CCCC	2309271	IZ	=	0	mm		Diameter of inhibition zone	=	0	mm			0	BAO_0003039	UO_0000016	http://qudt.org/vocab/unit#Millimeter	508887	CHEMBL1004680	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13833 at 10 ug/disk after overnight incubation by agar diffusion test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13833	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			41290	CHEMBL1150108	12141853	J. Nat. Prod.	2002	65	7	960			
CHEMBL3112623	1618900	CHEMBL3112623	1618900		15	299.35	3.09	119.64	0	Nc1ccc(Nc2nc(cs2)c3ccc(O)c(O)c3)cc1	16606286	EC50	>	100000	nM		EC50	>	100	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL3115926	1618910	CHEMBL3115926	1618910		27	414.5	3.67	136.26	0	COc1cccc(\C=C/2\SC(=S)N(CCC(=O)Nc3ccc(O)cc3)C2=O)c1	16606293	EC50	>	100000	nM		EC50	>	100	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
CHEMBL1950101	1279074	CHEMBL1962865	1284576		26	885.88	4.47	259.08	2	Cl.Cl.N[C@@H](CCCCNC(=O)OCc1ccccc1Cl)C(=O)NCCCC[C@H](NC(=O)[C@@H](N)CCCCNC(=O)OCc2ccccc2Cl)C(=O)N[C@@H](Cc3ccccc3)C(=O)N	8029379	MIC	=	34000	nM		MIC	=	34	uM			0	BAO_0002146	UO_0000065	http://www.openphacts.org/units/Nanomolar	804851	CHEMBL1953769	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13882 after 18 to 24 hrs by serial broth microdilution susceptibility test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13882	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			61118	CHEMBL1949532	22230049	Bioorg. Med. Chem. Lett.	2012	22	3	1388			
CHEMBL174	305519	CHEMBL174	305519	AMPICILLIN	Ampicillin	349.4	-2.3	138.03	0	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O	2309301	IZ	=	0	mm		Diameter of inhibition zone	=	0	mm			0	BAO_0003039	UO_0000016	http://qudt.org/vocab/unit#Millimeter	508887	CHEMBL1004680	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13833 at 10 ug/disk after overnight incubation by agar diffusion test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13833	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			41290	CHEMBL1150108	12141853	J. Nat. Prod.	2002	65	7	960			
CHEMBL1950097	1279070	CHEMBL1963035	1284746		20	1054.19				Cl.Cl.CCCCCCCCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2Cl)NC(=O)[C@H](CCCCN)NC(=O)OCc3ccccc3Cl	8029383	MIC	>	256000	nM		MIC	>	256	uM			0	BAO_0002146	UO_0000065	http://www.openphacts.org/units/Nanomolar	804851	CHEMBL1953769	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13882 after 18 to 24 hrs by serial broth microdilution susceptibility test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13882	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			61118	CHEMBL1949532	22230049	Bioorg. Med. Chem. Lett.	2012	22	3	1388			
CHEMBL1950095	1279068	CHEMBL1963104	1284815		16	985.3	8.32	245.09	3	Cl.Cl.CCCCCCCCCCCCNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCNC(=O)[C@H](CCCCN)NC(=O)OCc2ccccc2)NC(=O)[C@H](CCCCN)NC(=O)OCc3ccccc3	8029385	MIC	=	121000	nM		MIC	=	121	uM			0	BAO_0002146	UO_0000065	http://www.openphacts.org/units/Nanomolar	804851	CHEMBL1953769	F	Antibacterial activity against Klebsiella pneumoniae subsp. pneumoniae ATCC 13882 after 18 to 24 hrs by serial broth microdilution susceptibility test	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	ATCC 13882	72407	Autocuration	BAO_0000218	101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			61118	CHEMBL1949532	22230049	Bioorg. Med. Chem. Lett.	2012	22	3	1388			
CHEMBL3116088	1619073	CHEMBL3116088	1619073		34	480.51	5.43	129.71	1	COc1cc(\C=C\2/C(=O)N=C3SC(=NN3C2=N)CC(C)C)ccc1OC(=O)c4ccc(F)cc4	16606299	EC50	>	100000	nM		EC50	>	100	uM				BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1578883	CHEMBL3813406	F	Antibacterial activity against multidrug resistant Klebsiella pneumoniae subsp. pneumoniae NCTC 9633 (ATCC 13883) assessed as reduction in bacterial growth incubated for 6 to 8 hrs	1	Scientific Literature	Klebsiella pneumoniae subsp. pneumoniae	NCTC 9633 (ATCC 13883)	72407	Autocuration		101856	CHEMBL613207	ORGANISM		Klebsiella pneumoniae subsp. pneumoniae	Klebsiella pneumoniae subsp. pneumoniae	1	Non-molecular			99401	CHEMBL3808280	27184767	Bioorg. Med. Chem. Lett.	2016	26	13	3127			
